asn=0    	id=-1  	Main	copying configuration file E:\TSCH-2022\matlab-simulation\manual_schedule\config.json to output directory E:\TSCH-2022\results\2022-04-28_12-03-55\config.json[MAIN]
asn=6111 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6112 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6114 	id=1   	App	rx app packet seqnum=16 from=3 at cell [ts: 2, co: 1][NODE]
asn=6114 	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=16 packet buffer: timeslot: 2 channel offset: 1 acked=true, remove packet[NODE]
asn=6114 	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=6114 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=6122 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6126 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6137 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6142 	id=7   	Node	scanning on channel=25...[NODE]
asn=6142 	id=13  	Node	scanning on channel=25...[NODE]
asn=6142 	id=9   	Node	scanning on channel=26...[NODE]
asn=6142 	id=14  	Node	scanning on channel=15...[NODE]
asn=6142 	id=12  	Node	scanning on channel=25...[NODE]
asn=6142 	id=2   	Node	scanning on channel=20...[NODE]
asn=6142 	id=8   	Node	scanning on channel=15...[NODE]
asn=6166 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=6166 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=6166 	id=4   	App	generate a packet, seqnum=30 for=1 [PACKET_SOURCE]
asn=6166 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=6166 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=6166 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=6166 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 30], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=6166 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=6169 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6179 	id=1   	App	rx app packet seqnum=30 from=4 at cell [ts: 3, co: 2][NODE]
asn=6179 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=30 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=6179 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=6179 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=6182 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6187 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6199 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6205 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6223 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6223 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6224 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6243 	id=2   	Node	scanning on channel=25...[NODE]
asn=6243 	id=12  	Node	scanning on channel=26...[NODE]
asn=6243 	id=7   	Node	scanning on channel=15...[NODE]
asn=6243 	id=10  	Node	scanning on channel=26...[NODE]
asn=6243 	id=9   	Node	scanning on channel=25...[NODE]
asn=6243 	id=11  	Node	scanning on channel=20...[NODE]
asn=6243 	id=5   	Node	scanning on channel=20...[NODE]
asn=6243 	id=14  	Node	scanning on channel=26...[NODE]
asn=6243 	id=6   	Node	scanning on channel=20...[NODE]
asn=6261 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6289 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6296 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6307 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6308 	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=6308 	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=6308 	id=3   	App	generate a packet, seqnum=17 for=1 [PACKET_SOURCE]
asn=6308 	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=6308 	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=6308 	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=6308 	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 17], channel offset=1 timeslot=2[SCHEDULER NEW]
asn=6308 	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=6311 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6313 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6320 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6322 	id=1   	App	rx app packet seqnum=17 from=3 at cell [ts: 2, co: 1][NODE]
asn=6322 	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=17 packet buffer: timeslot: 2 channel offset: 1 acked=true, remove packet[NODE]
asn=6322 	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=6322 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=6323 	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6343 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6344 	id=6   	Node	scanning on channel=15...[NODE]
asn=6344 	id=14  	Node	scanning on channel=15...[NODE]
asn=6344 	id=5   	Node	scanning on channel=26...[NODE]
asn=6344 	id=2   	Node	scanning on channel=20...[NODE]
asn=6344 	id=11  	Node	scanning on channel=25...[NODE]
asn=6344 	id=8   	Node	scanning on channel=25...[NODE]
asn=6344 	id=12  	Node	scanning on channel=15...[NODE]
asn=6344 	id=13  	Node	scanning on channel=20...[NODE]
asn=6344 	id=10  	Node	scanning on channel=15...[NODE]
asn=6344 	id=9   	Node	scanning on channel=26...[NODE]
asn=6352 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6379 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6381 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=6381 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=6381 	id=4   	App	generate a packet, seqnum=31 for=1 [PACKET_SOURCE]
asn=6381 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=6381 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=6381 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=6381 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 31], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=6381 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=6385 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6387 	id=1   	App	rx app packet seqnum=31 from=4 at cell [ts: 3, co: 2][NODE]
asn=6387 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=31 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=6387 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=6387 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=6414 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6419 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6429 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6437 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6444 	id=9   	Node	scanning on channel=25...[NODE]
asn=6444 	id=13  	Node	scanning on channel=25...[NODE]
asn=6444 	id=10  	Node	scanning on channel=20...[NODE]
asn=6444 	id=2   	Node	scanning on channel=26...[NODE]
asn=6444 	id=14  	Node	scanning on channel=20...[NODE]
asn=6444 	id=5   	Node	scanning on channel=20...[NODE]
asn=6444 	id=8   	Node	scanning on channel=15...[NODE]
asn=6444 	id=11  	Node	scanning on channel=20...[NODE]
asn=6444 	id=7   	Node	scanning on channel=20...[NODE]
asn=6461 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6472 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6489 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6491 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6525 	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6527 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6528 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6530 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6533 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6534 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6544 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=6544 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=6544 	id=4   	App	generate a packet, seqnum=32 for=1 [PACKET_SOURCE]
asn=6544 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=6544 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=6544 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=6544 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 32], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=6544 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=6544 	id=8   	Node	scanning on channel=26...[NODE]
asn=6544 	id=10  	Node	scanning on channel=26...[NODE]
asn=6544 	id=6   	Node	scanning on channel=25...[NODE]
asn=6544 	id=13  	Node	scanning on channel=26...[NODE]
asn=6544 	id=12  	Node	scanning on channel=20...[NODE]
asn=6546 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6547 	id=1   	App	rx app packet seqnum=32 from=4 at cell [ts: 3, co: 2][NODE]
asn=6547 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=32 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=6547 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=6547 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=6598 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6599 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6612 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6618 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6621 	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=6621 	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=6621 	id=3   	App	generate a packet, seqnum=18 for=1 [PACKET_SOURCE]
asn=6621 	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=6621 	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=6621 	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=6621 	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 18], channel offset=1 timeslot=2[SCHEDULER NEW]
asn=6621 	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=6626 	id=1   	App	rx app packet seqnum=18 from=3 at cell [ts: 2, co: 1][NODE]
asn=6626 	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=18 packet buffer: timeslot: 2 channel offset: 1 acked=true, remove packet[NODE]
asn=6626 	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=6626 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=6633 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6644 	id=12  	Node	scanning on channel=25...[NODE]
asn=6644 	id=14  	Node	scanning on channel=26...[NODE]
asn=6644 	id=2   	Node	scanning on channel=25...[NODE]
asn=6644 	id=7   	Node	scanning on channel=25...[NODE]
asn=6644 	id=8   	Node	scanning on channel=15...[NODE]
asn=6644 	id=5   	Node	scanning on channel=26...[NODE]
asn=6656 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6677 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6691 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6697 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6707 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=6707 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=6707 	id=4   	App	generate a packet, seqnum=33 for=1 [PACKET_SOURCE]
asn=6707 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=6707 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=6707 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=6707 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 33], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=6707 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=6707 	id=1   	App	rx app packet seqnum=33 from=4 at cell [ts: 3, co: 2][NODE]
asn=6707 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=33 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=6707 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=6707 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=6717 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6724 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6727 	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=6727 	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=6727 	id=3   	App	generate a packet, seqnum=19 for=1 [PACKET_SOURCE]
asn=6727 	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=6727 	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=6727 	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=6727 	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 19], channel offset=1 timeslot=2[SCHEDULER NEW]
asn=6727 	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=6738 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6738 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6738 	id=1   	App	rx app packet seqnum=19 from=3 at cell [ts: 2, co: 1][NODE]
asn=6738 	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=19 packet buffer: timeslot: 2 channel offset: 1 acked=true, remove packet[NODE]
asn=6738 	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=6738 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=6744 	id=10  	Node	scanning on channel=25...[NODE]
asn=6744 	id=6   	Node	scanning on channel=26...[NODE]
asn=6744 	id=12  	Node	scanning on channel=26...[NODE]
asn=6744 	id=5   	Node	scanning on channel=20...[NODE]
asn=6744 	id=9   	Node	scanning on channel=15...[NODE]
asn=6744 	id=14  	Node	scanning on channel=15...[NODE]
asn=6744 	id=2   	Node	scanning on channel=26...[NODE]
asn=6744 	id=11  	Node	scanning on channel=15...[NODE]
asn=6744 	id=13  	Node	scanning on channel=25...[NODE]
asn=6744 	id=8   	Node	scanning on channel=25...[NODE]
asn=6765 	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6767 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6783 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6809 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6813 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6817 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6825 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6837 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6844 	id=13  	Node	scanning on channel=20...[NODE]
asn=6844 	id=11  	Node	scanning on channel=25...[NODE]
asn=6844 	id=2   	Node	scanning on channel=20...[NODE]
asn=6844 	id=5   	Node	scanning on channel=15...[NODE]
asn=6844 	id=6   	Node	scanning on channel=25...[NODE]
asn=6844 	id=12  	Node	scanning on channel=15...[NODE]
asn=6844 	id=14  	Node	scanning on channel=26...[NODE]
asn=6844 	id=7   	Node	scanning on channel=26...[NODE]
asn=6853 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6857 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6859 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6867 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6869 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=6869 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=6869 	id=4   	App	generate a packet, seqnum=34 for=1 [PACKET_SOURCE]
asn=6869 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=6869 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=6869 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=6869 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 34], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=6869 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=6883 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6883 	id=1   	App	rx app packet seqnum=34 from=4 at cell [ts: 3, co: 2][NODE]
asn=6883 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=34 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=6883 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=6883 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=6905 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6921 	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=6921 	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=6921 	id=3   	App	generate a packet, seqnum=20 for=1 [PACKET_SOURCE]
asn=6921 	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=6921 	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=6921 	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=6921 	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 20], channel offset=1 timeslot=2[SCHEDULER NEW]
asn=6921 	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=6925 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6925 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6930 	id=1   	App	rx app packet seqnum=20 from=3 at cell [ts: 2, co: 1][NODE]
asn=6930 	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=20 packet buffer: timeslot: 2 channel offset: 1 acked=true, remove packet[NODE]
asn=6930 	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=6930 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=6944 	id=10  	Node	scanning on channel=15...[NODE]
asn=6944 	id=7   	Node	scanning on channel=20...[NODE]
asn=6944 	id=9   	Node	scanning on channel=20...[NODE]
asn=6944 	id=8   	Node	scanning on channel=26...[NODE]
asn=6944 	id=13  	Node	scanning on channel=25...[NODE]
asn=6944 	id=2   	Node	scanning on channel=25...[NODE]
asn=6944 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=6944 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=6944 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=6944 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=6947 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6953 	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6962 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6967 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6984 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=6993 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7000 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7021 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7023 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7030 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7033 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7036 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7044 	id=2   	Node	scanning on channel=26...[NODE]
asn=7044 	id=5   	Node	scanning on channel=20...[NODE]
asn=7044 	id=6   	Node	scanning on channel=26...[NODE]
asn=7044 	id=10  	Node	scanning on channel=25...[NODE]
asn=7044 	id=13  	Node	scanning on channel=26...[NODE]
asn=7044 	id=14  	Node	scanning on channel=15...[NODE]
asn=7044 	id=7   	Node	scanning on channel=25...[NODE]
asn=7044 	id=9   	Node	scanning on channel=15...[NODE]
asn=7044 	id=8   	Node	scanning on channel=25...[NODE]
asn=7044 	id=12  	Node	scanning on channel=26...[NODE]
asn=7044 	id=11  	Node	scanning on channel=26...[NODE]
asn=7069 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7071 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=7071 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=7071 	id=4   	App	generate a packet, seqnum=35 for=1 [PACKET_SOURCE]
asn=7071 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=7071 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=7071 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=7071 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 35], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=7071 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=7075 	id=1   	App	rx app packet seqnum=35 from=4 at cell [ts: 3, co: 2][NODE]
asn=7075 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=35 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=7075 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=7075 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=7117 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7125 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7126 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7126 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7131 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7134 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7144 	id=12  	Node	scanning on channel=20...[NODE]
asn=7144 	id=2   	Node	scanning on channel=20...[NODE]
asn=7144 	id=8   	Node	scanning on channel=26...[NODE]
asn=7144 	id=9   	Node	scanning on channel=26...[NODE]
asn=7144 	id=5   	Node	scanning on channel=25...[NODE]
asn=7144 	id=7   	Node	scanning on channel=26...[NODE]
asn=7144 	id=13  	Node	scanning on channel=15...[NODE]
asn=7151 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7152 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7163 	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=7163 	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=7163 	id=3   	App	generate a packet, seqnum=21 for=1 [PACKET_SOURCE]
asn=7163 	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=7163 	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=7163 	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=7163 	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 21], channel offset=1 timeslot=2[SCHEDULER NEW]
asn=7163 	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=7170 	id=1   	App	rx app packet seqnum=21 from=3 at cell [ts: 2, co: 1][NODE]
asn=7170 	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=21 packet buffer: timeslot: 2 channel offset: 1 acked=true, remove packet[NODE]
asn=7170 	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=7170 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=7176 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7185 	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7188 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7205 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7208 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7234 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7236 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7244 	id=14  	Node	scanning on channel=25...[NODE]
asn=7244 	id=13  	Node	scanning on channel=25...[NODE]
asn=7244 	id=12  	Node	scanning on channel=25...[NODE]
asn=7244 	id=6   	Node	scanning on channel=25...[NODE]
asn=7244 	id=8   	Node	scanning on channel=15...[NODE]
asn=7244 	id=2   	Node	scanning on channel=15...[NODE]
asn=7245 	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7252 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7261 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7320 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7329 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7334 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=7339 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=7339 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
