asn=0    	id=-1  	Main	copying configuration file E:\TSCH-2022\matlab-simulation\scenario_1\config.json to output directory E:\TSCH-2022\results\2022-05-06_17-09-05\config.json[MAIN]
asn=45860	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=1229 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=45860	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=45860	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=45864	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45868	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45879	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45881	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45882	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=45882	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=45882	id=2   	App	generate a packet, seqnum=1230 for=1 [PACKET_SOURCE]
asn=45882	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=45882	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=45882	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=45882	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 1230], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=45882	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=45884	id=1   	App	rx app packet seqnum=1230 from=2 at cell [ts: 4, co: 4][NODE]
asn=45884	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=1230 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=45884	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=45884	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=45887	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45890	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45895	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45895	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45900	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45902	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=45902	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=45902	id=2   	App	generate a packet, seqnum=1231 for=1 [PACKET_SOURCE]
asn=45902	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=45902	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=45902	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=45902	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 1231], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=45902	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=45904	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45908	id=1   	App	rx app packet seqnum=1231 from=2 at cell [ts: 4, co: 4][NODE]
asn=45908	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=1231 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=45908	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=45908	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=45911	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45919	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45923	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45928	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45930	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=45930	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=45930	id=2   	App	generate a packet, seqnum=1232 for=1 [PACKET_SOURCE]
asn=45930	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=45930	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=45930	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=45930	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 1232], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=45930	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=45932	id=1   	App	rx app packet seqnum=1232 from=2 at cell [ts: 4, co: 4][NODE]
asn=45932	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=1232 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=45932	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=45932	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=45936	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45938	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45945	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45950	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=45950	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=45950	id=2   	App	generate a packet, seqnum=1233 for=1 [PACKET_SOURCE]
asn=45950	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=45950	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=45950	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=45950	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 1233], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=45950	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=45955	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45956	id=1   	App	rx app packet seqnum=1233 from=2 at cell [ts: 4, co: 4][NODE]
asn=45956	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=1233 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=45956	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=45956	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=45957	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45960	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45964	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45971	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45973	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=45973	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=45973	id=2   	App	generate a packet, seqnum=1234 for=1 [PACKET_SOURCE]
asn=45973	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=45973	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=45973	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=45973	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 1234], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=45973	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=45975	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45980	id=1   	App	rx app packet seqnum=1234 from=2 at cell [ts: 4, co: 4][NODE]
asn=45980	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=1234 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=45980	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=45980	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=45981	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45982	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45986	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45988	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=45988	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=45988	id=2   	App	generate a packet, seqnum=1235 for=1 [PACKET_SOURCE]
asn=45988	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=45988	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=45988	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=45988	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 1235], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=45988	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=45988	id=1   	App	rx app packet seqnum=1235 from=2 at cell [ts: 4, co: 4][NODE]
asn=45988	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=1235 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=45988	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=45988	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=45995	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45996	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46009	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46009	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46013	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=46013	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=46013	id=2   	App	generate a packet, seqnum=1236 for=1 [PACKET_SOURCE]
asn=46013	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=46013	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=46013	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=46013	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 1236], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=46013	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=46018	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46020	id=1   	App	rx app packet seqnum=1236 from=2 at cell [ts: 4, co: 4][NODE]
asn=46020	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=1236 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=46020	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=46020	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46024	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46024	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46024	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46024	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=46024	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46025	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46029	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=46029	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=46029	id=2   	App	generate a packet, seqnum=1237 for=1 [PACKET_SOURCE]
asn=46029	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=46029	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=46029	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=46029	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 1237], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=46029	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=46031	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46036	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46036	id=1   	App	rx app packet seqnum=1237 from=2 at cell [ts: 4, co: 4][NODE]
asn=46036	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=1237 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=46036	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=46036	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46038	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46040	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46049	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46049	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46056	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=46056	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=46056	id=2   	App	generate a packet, seqnum=1238 for=1 [PACKET_SOURCE]
asn=46056	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=46056	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=46056	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=46056	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 1238], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=46056	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=46060	id=1   	App	rx app packet seqnum=1238 from=2 at cell [ts: 4, co: 4][NODE]
asn=46060	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=1238 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=46060	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=46060	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46063	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46064	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=46064	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=46064	id=2   	App	generate a packet, seqnum=1239 for=1 [PACKET_SOURCE]
asn=46064	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=46064	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=46064	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=46064	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 1239], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=46064	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=46068	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46068	id=1   	App	rx app packet seqnum=1239 from=2 at cell [ts: 4, co: 4][NODE]
asn=46068	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=1239 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=46068	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=46068	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46072	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46074	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46081	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46083	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46088	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46092	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46096	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=46096	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=46096	id=2   	App	generate a packet, seqnum=1240 for=1 [PACKET_SOURCE]
asn=46096	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=46096	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=46096	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=46096	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 1240], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=46096	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=46100	id=1   	App	rx app packet seqnum=1240 from=2 at cell [ts: 4, co: 4][NODE]
asn=46100	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=1240 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=46100	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=46100	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46102	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46107	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46107	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46108	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46115	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=46115	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=46115	id=2   	App	generate a packet, seqnum=1241 for=1 [PACKET_SOURCE]
asn=46115	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=46115	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=46115	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=46115	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 1241], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=46115	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=46116	id=1   	App	rx app packet seqnum=1241 from=2 at cell [ts: 4, co: 4][NODE]
asn=46116	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=1241 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=46116	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=46116	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46118	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46121	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46130	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46134	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46137	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46138	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=46138	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=46138	id=2   	App	generate a packet, seqnum=1242 for=1 [PACKET_SOURCE]
asn=46138	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=46138	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=46138	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=46138	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 1242], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=46138	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=46140	id=1   	App	rx app packet seqnum=1242 from=2 at cell [ts: 4, co: 4][NODE]
asn=46140	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=1242 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=46140	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=46140	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46141	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46142	id=11  	Node	scanning on channel=21...[NODE]
asn=46142	id=6   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=46142	id=6   	Node	Nexthop id: 2 found for destination: 1 [ROUTE]
asn=46142	id=6   	App	generate a packet, seqnum=27 for=1 [PACKET_SOURCE]
asn=46142	id=6   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=46142	id=6   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=46142	id=6   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=46142	id=6   	TSCH	schedule packet [src: 6, dest: 2, seqnum: 27], channel offset=5 timeslot=5[SCHEDULER NEW]
asn=46142	id=6   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=46142	id=9   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=46142	id=9   	Node	Nexthop id: 6 found for destination: 1 [ROUTE]
asn=46142	id=9   	App	generate a packet, seqnum=14 for=1 [PACKET_SOURCE]
asn=46142	id=9   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=46142	id=9   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=46142	id=9   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=46142	id=9   	TSCH	schedule packet [src: 9, dest: 6, seqnum: 14], channel offset=5 timeslot=2[SCHEDULER NEW]
asn=46142	id=9   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=46142	id=5   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=46142	id=5   	Node	Nexthop id: 2 found for destination: 1 [ROUTE]
asn=46142	id=5   	App	generate a packet, seqnum=7 for=1 [PACKET_SOURCE]
asn=46142	id=5   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=46142	id=5   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=46142	id=5   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=46142	id=5   	TSCH	schedule packet [src: 5, dest: 2, seqnum: 7], channel offset=5 timeslot=2[SCHEDULER NEW]
asn=46142	id=5   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=46144	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=46144	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46146	id=2   	Node	Get Nexthop id for destination: -1 [ROUTE]
asn=46146	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=46146	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=46146	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=46146	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=46146	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=46146	id=2   	TSCH	schedule packet [src: 5, dest: 1, seqnum: 7], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=46146	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=46146	id=6   	Node	Get Nexthop id for destination: -1 [ROUTE]
asn=46146	id=6   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=46146	id=6   	Node	Nexthop id: 2 found for destination: 1 [ROUTE]
asn=46146	id=6   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=46146	id=6   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=46146	id=6   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=46146	id=6   	TSCH	schedule packet [src: 9, dest: 2, seqnum: 14], channel offset=5 timeslot=5[SCHEDULER NEW]
asn=46146	id=6   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=46146	id=5   	Node	tx done from=5 source=5 to=2 destination=1 numtx=1 seqnum=7 packet buffer: timeslot: 2 channel offset: 5 acked=true, remove packet[NODE]
asn=46146	id=5   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=46146	id=5   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46146	id=9   	Node	tx done from=9 source=9 to=6 destination=1 numtx=1 seqnum=14 packet buffer: timeslot: 2 channel offset: 5 acked=true, remove packet[NODE]
asn=46146	id=9   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=46146	id=9   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46148	id=1   	App	rx app packet seqnum=7 from=5 at cell [ts: 4, co: 4][NODE]
asn=46148	id=2   	Node	tx done from=2 source=5 to=1 destination=1 numtx=1 seqnum=7 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=46148	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=46148	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46149	id=2   	Node	Get Nexthop id for destination: -1 [ROUTE]
asn=46149	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=46149	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=46149	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=46149	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=46149	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=46149	id=2   	TSCH	schedule packet [src: 6, dest: 1, seqnum: 27], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=46149	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=46149	id=6   	Node	tx done from=6 source=6 to=2 destination=1 numtx=1 seqnum=27 packet buffer: timeslot: 5 channel offset: 5 acked=true, remove packet[NODE]
asn=46149	id=6   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=46149	id=6   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46153	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46156	id=1   	App	rx app packet seqnum=27 from=6 at cell [ts: 4, co: 4][NODE]
asn=46156	id=2   	Node	tx done from=2 source=6 to=1 destination=1 numtx=1 seqnum=27 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=46156	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=46156	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46157	id=2   	Node	Get Nexthop id for destination: -1 [ROUTE]
asn=46157	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=46157	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=46157	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=46157	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=46157	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=46157	id=2   	TSCH	schedule packet [src: 9, dest: 1, seqnum: 14], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=46157	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=46157	id=6   	Node	tx done from=6 source=9 to=2 destination=1 numtx=1 seqnum=14 packet buffer: timeslot: 5 channel offset: 5 acked=true, remove packet[NODE]
asn=46157	id=6   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=46157	id=6   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46161	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=46161	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=46161	id=2   	App	generate a packet, seqnum=1243 for=1 [PACKET_SOURCE]
asn=46161	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
